date,event,detail,ref_period,time_et,source
2004-07-16,opex,monthly options expiration,,16:00,computed
2004-07-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-08-06,nfp,Employment Situation release,July 2004,08:30,bls:sched2004
2004-08-10,fomc_decision,August 10 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-08-12,fomc_minutes,minutes of 2004-06-30 meeting,,14:00,fed:fomchistorical2004
2004-08-13,ppi,Producer Price Indexes release,July 2004,08:30,bls:sched2004
2004-08-17,cpi,Consumer Price Index release,July 2004,08:30,bls:sched2004
2004-08-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-08-20,opex,monthly options expiration,,16:00,computed
2004-08-27,jackson_hole,"Jackson Hole symposium Aug 26-28, 2004",2004,10:00,manual:kcfed
2004-09-03,nfp,Employment Situation release,August 2004,08:30,bls:sched2004
2004-09-10,ppi,Producer Price Indexes release,August 2004,08:30,bls:sched2004
2004-09-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-09-16,cpi,Consumer Price Index release,August 2004,08:30,bls:sched2004
2004-09-17,opex,quad witching,,16:00,computed
2004-09-17,quad_witching,quad witching,,16:00,computed
2004-09-21,fomc_decision,September 21 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-09-23,fomc_minutes,minutes of 2004-08-10 meeting,,14:00,fed:fomchistorical2004
2004-10-08,nfp,Employment Situation release,September 2004,08:30,bls:sched2004
2004-10-15,opex,monthly options expiration,,16:00,computed
2004-10-15,ppi,Producer Price Indexes release,September 2004,08:30,bls:sched2004
2004-10-19,cpi,Consumer Price Index release,September 2004,08:30,bls:sched2004
2004-10-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-11-02,election,US general election (presidential),,,computed
2004-11-05,nfp,Employment Situation release,October 2004,08:30,bls:sched2004
2004-11-10,fomc_decision,November 10 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-11-11,fomc_minutes,minutes of 2004-09-21 meeting,,14:00,fed:fomchistorical2004
2004-11-16,ppi,Producer Price Indexes release,October 2004,08:30,bls:sched2004
2004-11-17,cpi,Consumer Price Index release,October 2004,08:30,bls:sched2004
2004-11-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2004-11-19,opex,monthly options expiration,,16:00,computed
2004-12-03,nfp,Employment Situation release,November 2004,08:30,bls:sched2004
2004-12-10,ppi,Producer Price Indexes release,November 2004,08:30,bls:sched2004
2004-12-14,fomc_decision,December 14 Meeting - 2004,,14:15,fed:fomchistorical2004
2004-12-16,fomc_minutes,minutes of 2004-11-10 meeting,,14:00,fed:fomchistorical2004
2004-12-17,cpi,Consumer Price Index release,November 2004,08:30,bls:sched2004
2004-12-17,opex,quad witching,,16:00,computed
2004-12-17,quad_witching,quad witching,,16:00,computed
2004-12-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-01-04,fomc_minutes,minutes of 2004-12-14 meeting,,14:00,fed:fomchistorical2004
2005-01-07,nfp,Employment Situation release,December 2004,08:30,bls:sched2004
2005-01-13,ppi,Producer Price Indexes release,December 2005,08:30,bls:sched2005
2005-01-18,cpi,Consumer Price Index release,December 2005,08:30,bls:sched2005
2005-01-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-01-21,opex,monthly options expiration,,16:00,computed
2005-02-02,fomc_decision,February 1-2 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-02-04,nfp,Employment Situation release,January 2005,08:30,bls:sched2005
2005-02-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-02-18,opex,monthly options expiration,,16:00,computed
2005-02-18,ppi,Producer Price Indexes release,January 2005,08:30,bls:sched2005
2005-02-23,cpi,Consumer Price Indexes release,January 2005,08:30,bls:sched2005
2005-02-23,fomc_minutes,minutes of 2005-02-02 meeting,,14:00,fed:fomchistorical2005
2005-03-04,nfp,Employment Situation release,February 2005,08:30,bls:sched2005
2005-03-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-03-18,opex,quad witching,,16:00,computed
2005-03-18,quad_witching,quad witching,,16:00,computed
2005-03-22,fomc_decision,March 22 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-03-22,ppi,Producer Price Indexes release,February 2005,08:30,bls:sched2005
2005-03-23,cpi,Consumer Price Index release,February 2005,08:30,bls:sched2005
2005-04-01,nfp,Employment Situation release,March 2005,08:30,bls:sched2005
2005-04-12,fomc_minutes,minutes of 2005-03-22 meeting,,14:00,fed:fomchistorical2005
2005-04-15,opex,monthly options expiration,,16:00,computed
2005-04-19,ppi,Producer Price Indexes release,March 2005,08:30,bls:sched2005
2005-04-20,cpi,Consumer Price Index release,March 2005,08:30,bls:sched2005
2005-04-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-05-03,fomc_decision,May 3 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-05-06,nfp,Employment Situation release,April 2005,08:30,bls:sched2005
2005-05-17,ppi,Producer Price Indexes release,April 2005,08:30,bls:sched2005
2005-05-18,cpi,Consumer Price Index release,April 2005,08:30,bls:sched2005
2005-05-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-05-20,opex,monthly options expiration,,16:00,computed
2005-05-24,fomc_minutes,minutes of 2005-05-03 meeting,,14:00,fed:fomchistorical2005
2005-06-03,nfp,Employment Situation release,May 2005,08:30,bls:sched2005
2005-06-14,ppi,Producer Price Indexes release,May 2005,08:30,bls:sched2005
2005-06-15,cpi,Consumer Price Index release,May 2005,08:30,bls:sched2005
2005-06-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-06-17,opex,quad witching,,16:00,computed
2005-06-17,quad_witching,quad witching,,16:00,computed
2005-06-30,fomc_decision,June 29-30 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-07-08,nfp,Employment Situation release,June 2005,08:30,bls:sched2005
2005-07-14,cpi,Consumer Price Index release,June 2005,08:30,bls:sched2005
2005-07-15,opex,monthly options expiration,,16:00,computed
2005-07-15,ppi,Producer Price Indexes release,June 2005,08:30,bls:sched2005
2005-07-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-07-21,fomc_minutes,minutes of 2005-06-30 meeting,,14:00,fed:fomchistorical2005
2005-08-05,nfp,Employment Situation release,July 2005,08:30,bls:sched2005
2005-08-09,fomc_decision,August 9 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-08-16,cpi,Consumer Price Index release,July 2005,08:30,bls:sched2005
2005-08-17,ppi,Producer Price Indexes release,July 2005,08:30,bls:sched2005
2005-08-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-08-19,opex,monthly options expiration,,16:00,computed
2005-08-26,jackson_hole,"Jackson Hole symposium Aug 25-27, 2005",2005,10:00,manual:kcfed
2005-08-30,fomc_minutes,minutes of 2005-08-09 meeting,,14:00,fed:fomchistorical2005
2005-09-02,nfp,Employment Situation release,August 2005,08:30,bls:sched2005
2005-09-13,ppi,Producer Price Indexes release,August 2005,08:30,bls:sched2005
2005-09-15,cpi,Consumer Price Index release,August 2005,08:30,bls:sched2005
2005-09-16,opex,quad witching,,16:00,computed
2005-09-16,quad_witching,quad witching,,16:00,computed
2005-09-20,fomc_decision,September 20 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-09-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-10-07,nfp,Employment Situation release,September 2005,08:30,bls:sched2005
2005-10-11,fomc_minutes,minutes of 2005-09-20 meeting,,14:00,fed:fomchistorical2005
2005-10-14,cpi,Consumer Price Index release,September 2005,08:30,bls:sched2005
2005-10-18,ppi,Producer Price Indexes release,September 2005,08:30,bls:sched2005
2005-10-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-10-21,opex,monthly options expiration,,16:00,computed
2005-11-01,fomc_decision,November 1 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-11-04,nfp,Employment Situation release,October 2005,08:30,bls:sched2005
2005-11-15,ppi,Producer Price Indexes release,October 2005,08:30,bls:sched2005
2005-11-16,cpi,Consumer Price Index release,October 2005,08:30,bls:sched2005
2005-11-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2005-11-18,opex,monthly options expiration,,16:00,computed
2005-11-22,fomc_minutes,minutes of 2005-11-01 meeting,,14:00,fed:fomchistorical2005
2005-12-02,nfp,Employment Situation release,November 2005,08:30,bls:sched2005
2005-12-13,fomc_decision,December 13 Meeting - 2005,,14:15,fed:fomchistorical2005
2005-12-15,cpi,Consumer Price Index release,November 2005,08:30,bls:sched2005
2005-12-16,opex,quad witching,,16:00,computed
2005-12-16,quad_witching,quad witching,,16:00,computed
2005-12-20,ppi,Producer Price Indexes release,November 2005,08:30,bls:sched2005
2005-12-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-01-03,fomc_minutes,minutes of 2005-12-13 meeting,,14:00,fed:fomchistorical2005
2006-01-05,nfp,Employment Situation release,December 2006,08:30,bls:sched2006
2006-01-06,nfp,Employment Situation release,December 2005,08:30,bls:sched2005
2006-01-17,ppi,Producer Price Indexes release,December 2006,08:30,bls:sched2006
2006-01-18,cpi,Consumer Price Index release,December 2006,08:30,bls:sched2006
2006-01-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-01-20,opex,monthly options expiration,,16:00,computed
2006-01-31,fomc_decision,January 31 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-02-03,nfp,Employment Situation release,January 2006,08:30,bls:sched2006
2006-02-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-02-17,opex,monthly options expiration,,16:00,computed
2006-02-17,ppi,Producer Price Indexes release,January 2006,08:30,bls:sched2006
2006-02-21,fomc_minutes,minutes of 2006-01-31 meeting,,14:00,fed:fomchistorical2006
2006-02-22,cpi,Consumer Price Indexes release,January 2006,08:30,bls:sched2006
2006-03-10,nfp,Employment Situation release,February 2006,08:30,bls:sched2006
2006-03-16,cpi,Consumer Price Index release,February 2006,08:30,bls:sched2006
2006-03-17,opex,quad witching,,16:00,computed
2006-03-17,quad_witching,quad witching,,16:00,computed
2006-03-21,ppi,Producer Price Indexes release,February 2006,08:30,bls:sched2006
2006-03-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-03-28,fomc_decision,March 27-28 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-04-07,nfp,Employment Situation release,March 2006,08:30,bls:sched2006
2006-04-18,fomc_minutes,minutes of 2006-03-28 meeting,,14:00,fed:fomchistorical2006
2006-04-18,ppi,Producer Price Indexes release,March 2006,08:30,bls:sched2006
2006-04-19,cpi,Consumer Price Index release,March 2006,08:30,bls:sched2006
2006-04-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-04-21,opex,monthly options expiration,,16:00,computed
2006-05-05,nfp,Employment Situation release,April 2006,08:30,bls:sched2006
2006-05-10,fomc_decision,May 10 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-05-16,ppi,Producer Price Indexes release,April 2006,08:30,bls:sched2006
2006-05-17,cpi,Consumer Price Index release,April 2006,08:30,bls:sched2006
2006-05-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-05-19,opex,monthly options expiration,,16:00,computed
2006-05-31,fomc_minutes,minutes of 2006-05-10 meeting,,14:00,fed:fomchistorical2006
2006-06-02,nfp,Employment Situation release,May 2006,08:30,bls:sched2006
2006-06-13,ppi,Producer Price Indexes release,May 2006,08:30,bls:sched2006
2006-06-14,cpi,Consumer Price Index release,May 2006,08:30,bls:sched2006
2006-06-16,opex,quad witching,,16:00,computed
2006-06-16,quad_witching,quad witching,,16:00,computed
2006-06-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-06-29,fomc_decision,June 28-29 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-07-07,nfp,Employment Situation release,June 2006,08:30,bls:sched2006
2006-07-18,ppi,Producer Price Indexes release,June 2006,08:30,bls:sched2006
2006-07-19,cpi,Consumer Price Index release,June 2006,08:30,bls:sched2006
2006-07-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-07-20,fomc_minutes,minutes of 2006-06-29 meeting,,14:00,fed:fomchistorical2006
2006-07-21,opex,monthly options expiration,,16:00,computed
2006-08-04,nfp,Employment Situation release,July 2006,08:30,bls:sched2006
2006-08-08,fomc_decision,August 8 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-08-15,ppi,Producer Price Indexes release,July 2006,08:30,bls:sched2006
2006-08-16,cpi,Consumer Price Index release,July 2006,08:30,bls:sched2006
2006-08-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-08-18,opex,monthly options expiration,,16:00,computed
2006-08-25,jackson_hole,"Jackson Hole symposium Aug 24-26, 2006",2006,10:00,manual:kcfed
2006-08-29,fomc_minutes,minutes of 2006-08-08 meeting,,14:00,fed:fomchistorical2006
2006-09-01,nfp,Employment Situation release,August 2006,08:30,bls:sched2006
2006-09-15,cpi,Consumer Price Index release,August 2006,08:30,bls:sched2006
2006-09-15,opex,quad witching,,16:00,computed
2006-09-15,quad_witching,quad witching,,16:00,computed
2006-09-19,ppi,Producer Price Indexes release,August 2006,08:30,bls:sched2006
2006-09-20,fomc_decision,September 20 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-09-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-10-06,nfp,Employment Situation release,September 2006,08:30,bls:sched2006
2006-10-11,fomc_minutes,minutes of 2006-09-20 meeting,,14:00,fed:fomchistorical2006
2006-10-17,ppi,Producer Price Indexes release,September 2006,08:30,bls:sched2006
2006-10-18,cpi,Consumer Price Index release,September 2006,08:30,bls:sched2006
2006-10-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-10-20,opex,monthly options expiration,,16:00,computed
2006-10-25,fomc_decision,October 24-25 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-11-03,nfp,Employment Situation release,October 2006,08:30,bls:sched2006
2006-11-07,election,US general election (midterm),,,computed
2006-11-14,ppi,Producer Price Indexes release,October 2006,08:30,bls:sched2006
2006-11-15,fomc_minutes,minutes of 2006-10-25 meeting,,14:00,fed:fomchistorical2006
2006-11-15,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2006-11-16,cpi,Consumer Price Index release,October 2006,08:30,bls:sched2006
2006-11-17,opex,monthly options expiration,,16:00,computed
2006-12-08,nfp,Employment Situation release,November 2006,08:30,bls:sched2006
2006-12-12,fomc_decision,December 12 Meeting - 2006,,14:15,fed:fomchistorical2006
2006-12-15,cpi,Consumer Price Index release,November 2006,08:30,bls:sched2006
2006-12-15,opex,quad witching,,16:00,computed
2006-12-15,quad_witching,quad witching,,16:00,computed
2006-12-19,ppi,Producer Price Indexes release,November 2006,08:30,bls:sched2006
2006-12-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-01-03,fomc_minutes,minutes of 2006-12-12 meeting,,14:00,fed:fomchistorical2006
2007-01-15,ppi,Producer Price Indexes release,December 2007,08:30,bls:sched2007
2007-01-16,cpi,Consumer Price Index release,December 2007,08:30,bls:sched2007
2007-01-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-01-19,opex,monthly options expiration,,16:00,computed
2007-01-31,fomc_decision,January 30-31 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-02-02,nfp,Employment Situation release,January 2007,08:30,bls:sched2007
2007-02-14,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-02-16,opex,monthly options expiration,,16:00,computed
2007-02-16,ppi,Producer Price Indexes release,January 2007,08:30,bls:sched2007
2007-02-21,cpi,Consumer Price Indexes release,January 2007,08:30,bls:sched2007
2007-02-21,fomc_minutes,minutes of 2007-01-31 meeting,,14:00,fed:fomchistorical2007
2007-03-09,nfp,Employment Situation release,February 2007,08:30,bls:sched2007
2007-03-15,ppi,Producer Price Indexes release,February 2007,08:30,bls:sched2007
2007-03-16,cpi,Consumer Price Index release,February 2007,08:30,bls:sched2007
2007-03-16,opex,quad witching,,16:00,computed
2007-03-16,quad_witching,quad witching,,16:00,computed
2007-03-21,fomc_decision,March 20-21 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-03-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-04-06,nfp,Employment Situation release,March 2007,08:30,bls:sched2007
2007-04-11,fomc_minutes,minutes of 2007-03-21 meeting,,14:00,fed:fomchistorical2007
2007-04-13,ppi,Producer Price Indexes release,March 2007,08:30,bls:sched2007
2007-04-17,cpi,Consumer Price Index release,March 2007,08:30,bls:sched2007
2007-04-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-04-20,opex,monthly options expiration,,16:00,computed
2007-05-04,nfp,Employment Situation release,April 2007,08:30,bls:sched2007
2007-05-09,fomc_decision,May 9 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-05-11,ppi,Producer Price Indexes release,April 2007,08:30,bls:sched2007
2007-05-15,cpi,Consumer Price Index release,April 2007,08:30,bls:sched2007
2007-05-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-05-18,opex,monthly options expiration,,16:00,computed
2007-05-30,fomc_minutes,minutes of 2007-05-09 meeting,,14:00,fed:fomchistorical2007
2007-06-01,nfp,Employment Situation release,May 2007,08:30,bls:sched2007
2007-06-14,ppi,Producer Price Indexes release,May 2007,08:30,bls:sched2007
2007-06-15,cpi,Consumer Price Index release,May 2007,08:30,bls:sched2007
2007-06-15,opex,quad witching,,16:00,computed
2007-06-15,quad_witching,quad witching,,16:00,computed
2007-06-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-06-28,fomc_decision,June 27-28 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-07-06,nfp,Employment Situation release,June 2007,08:30,bls:sched2007
2007-07-17,ppi,Producer Price Indexes release,June 2007,08:30,bls:sched2007
2007-07-18,cpi,Consumer Price Index release,June 2007,08:30,bls:sched2007
2007-07-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-07-19,fomc_minutes,minutes of 2007-06-28 meeting,,14:00,fed:fomchistorical2007
2007-07-20,opex,monthly options expiration,,16:00,computed
2007-08-03,nfp,Employment Situation release,July 2007,08:30,bls:sched2007
2007-08-07,fomc_decision,August 7 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-08-14,ppi,Producer Price Indexes release,July 2007,08:30,bls:sched2007
2007-08-15,cpi,Consumer Price Index release,July 2007,08:30,bls:sched2007
2007-08-17,fomc_intermeeting,discount rate cut statement,,,manual
2007-08-17,opex,monthly options expiration,,16:00,computed
2007-08-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-08-28,fomc_minutes,minutes of 2007-08-07 meeting,,14:00,fed:fomchistorical2007
2007-08-31,jackson_hole,"Jackson Hole symposium Aug 30 - Sep 1, 2007",2007,10:00,manual:kcfed
2007-09-07,nfp,Employment Situation release,August 2007,08:30,bls:sched2007
2007-09-18,fomc_decision,September 18 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-09-18,ppi,Producer Price Indexes release,August 2007,08:30,bls:sched2007
2007-09-19,cpi,Consumer Price Index release,August 2007,08:30,bls:sched2007
2007-09-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-09-21,opex,quad witching,,16:00,computed
2007-09-21,quad_witching,quad witching,,16:00,computed
2007-10-05,nfp,Employment Situation release,September 2007,08:30,bls:sched2007
2007-10-09,fomc_minutes,minutes of 2007-09-18 meeting,,14:00,fed:fomchistorical2007
2007-10-12,ppi,Producer Price Indexes release,September 2007,08:30,bls:sched2007
2007-10-17,cpi,Consumer Price Index release,September 2007,08:30,bls:sched2007
2007-10-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-10-19,opex,monthly options expiration,,16:00,computed
2007-10-31,fomc_decision,October 30-31 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-11-02,nfp,Employment Situation release,October 2007,08:30,bls:sched2007
2007-11-14,ppi,Producer Price Indexes release,October 2007,08:30,bls:sched2007
2007-11-15,cpi,Consumer Price Index release,October 2007,08:30,bls:sched2007
2007-11-16,opex,monthly options expiration,,16:00,computed
2007-11-20,fomc_minutes,minutes of 2007-10-31 meeting,,14:00,fed:fomchistorical2007
2007-11-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-12-07,nfp,Employment Situation release,November 2007,08:30,bls:sched2007
2007-12-11,fomc_decision,December 11 Meeting - 2007,,14:15,fed:fomchistorical2007
2007-12-13,ppi,Producer Price Indexes release,November 2007,08:30,bls:sched2007
2007-12-14,cpi,Consumer Price Index release,November 2007,08:30,bls:sched2007
2007-12-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2007-12-21,opex,quad witching,,16:00,computed
2007-12-21,quad_witching,quad witching,,16:00,computed
2008-01-02,fomc_minutes,minutes of 2007-12-11 meeting,,14:00,fed:fomchistorical2007
2008-01-04,nfp,Employment Situation release,December 2007,08:30,bls:sched2007
2008-01-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-01-18,opex,monthly options expiration,,16:00,computed
2008-01-22,fomc_intermeeting,surprise 75bp cut (pre-open),,,manual
2008-01-30,fomc_decision,January 29-30 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-02-01,nfp,Employment Situation release,January 2008,08:30,bls:sched2008
2008-02-15,opex,monthly options expiration,,16:00,computed
2008-02-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-02-20,cpi,Consumer Price Index release,January 2008,08:30,bls:sched2008
2008-02-20,fomc_minutes,minutes of 2008-01-30 meeting,,14:00,fed:fomchistorical2008
2008-02-26,ppi,Producer Price Index release,January 2008,08:30,bls:sched2008
2008-03-07,nfp,Employment Situation release,February 2008,08:30,bls:sched2008
2008-03-14,cpi,Consumer Price Index release,February 2008,08:30,bls:sched2008
2008-03-18,fomc_decision,March 18 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-03-18,ppi,Producer Price Index release,February 2008,08:30,bls:sched2008
2008-03-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-03-20,opex,quad witching,,16:00,computed
2008-03-20,quad_witching,quad witching,,16:00,computed
2008-04-04,nfp,Employment Situation release,March 2008,08:30,bls:sched2008
2008-04-08,fomc_minutes,minutes of 2008-03-18 meeting,,14:00,fed:fomchistorical2008
2008-04-15,ppi,Producer Price Index release,March 2008,08:30,bls:sched2008
2008-04-16,cpi,Consumer Price Index release,March 2008,08:30,bls:sched2008
2008-04-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-04-18,opex,monthly options expiration,,16:00,computed
2008-04-30,fomc_decision,April 29-30 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-05-02,nfp,Employment Situation release,April 2008,08:30,bls:sched2008
2008-05-14,cpi,Consumer Price Index release,April 2008,08:30,bls:sched2008
2008-05-16,opex,monthly options expiration,,16:00,computed
2008-05-20,ppi,Producer Price Index release,April 2008,08:30,bls:sched2008
2008-05-21,fomc_minutes,minutes of 2008-04-30 meeting,,14:00,fed:fomchistorical2008
2008-05-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-06-06,nfp,Employment Situation release,May 2008,08:30,bls:sched2008
2008-06-13,cpi,Consumer Price Index release,May 2008,08:30,bls:sched2008
2008-06-17,ppi,Producer Price Index release,May 2008,08:30,bls:sched2008
2008-06-18,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-06-20,opex,quad witching,,16:00,computed
2008-06-20,quad_witching,quad witching,,16:00,computed
2008-06-25,fomc_decision,June 24-25 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-07-03,nfp,Employment Situation release,June 2008,08:30,bls:sched2008
2008-07-15,ppi,Producer Price Index release,June 2008,08:30,bls:sched2008
2008-07-16,cpi,Consumer Price Index release,June 2008,08:30,bls:sched2008
2008-07-16,fomc_minutes,minutes of 2008-06-25 meeting,,14:00,fed:fomchistorical2008
2008-07-16,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-07-18,opex,monthly options expiration,,16:00,computed
2008-08-01,nfp,Employment Situation release,July 2008,08:30,bls:sched2008
2008-08-05,fomc_decision,August 5 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-08-14,cpi,Consumer Price Index release,July 2008,08:30,bls:sched2008
2008-08-15,opex,monthly options expiration,,16:00,computed
2008-08-19,ppi,Producer Price Index release,July 2008,08:30,bls:sched2008
2008-08-20,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-08-22,jackson_hole,"Jackson Hole symposium Aug 21-23, 2008",2008,10:00,manual:kcfed
2008-08-26,fomc_minutes,minutes of 2008-08-05 meeting,,14:00,fed:fomchistorical2008
2008-09-05,nfp,Employment Situation release,August 2008,08:30,bls:sched2008
2008-09-12,ppi,Producer Price Index release,August 2008,08:30,bls:sched2008
2008-09-16,cpi,Consumer Price Index release,August 2008,08:30,bls:sched2008
2008-09-16,fomc_decision,September 16 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-09-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-09-19,opex,quad witching,,16:00,computed
2008-09-19,quad_witching,quad witching,,16:00,computed
2008-10-03,nfp,Employment Situation release,September 2008,08:30,bls:sched2008
2008-10-07,fomc_minutes,minutes of 2008-09-16 meeting,,14:00,fed:fomchistorical2008
2008-10-08,fomc_intermeeting,coordinated global 50bp cut,,,manual
2008-10-15,ppi,Producer Price Index release,September 2008,08:30,bls:sched2008
2008-10-16,cpi,Consumer Price Index release,September 2008,08:30,bls:sched2008
2008-10-17,opex,monthly options expiration,,16:00,computed
2008-10-22,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-10-29,fomc_decision,October 28-29 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-11-04,election,US general election (presidential),,,computed
2008-11-07,nfp,Employment Situation release,October 2008,08:30,bls:sched2008
2008-11-18,ppi,Producer Price Index release,October 2008,08:30,bls:sched2008
2008-11-19,cpi,Consumer Price Index release,October 2008,08:30,bls:sched2008
2008-11-19,fomc_minutes,minutes of 2008-10-29 meeting,,14:00,fed:fomchistorical2008
2008-11-19,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-11-21,opex,monthly options expiration,,16:00,computed
2008-12-05,nfp,Employment Situation release,November 2008,08:30,bls:sched2008
2008-12-12,ppi,Producer Price Index release,November 2008,08:30,bls:sched2008
2008-12-16,cpi,Consumer Price Index release,November 2008,08:30,bls:sched2008
2008-12-16,fomc_decision,December 15-16 Meeting - 2008,,14:15,fed:fomchistorical2008
2008-12-17,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2008-12-19,opex,quad witching,,16:00,computed
2008-12-19,quad_witching,quad witching,,16:00,computed
2009-01-06,fomc_minutes,minutes of 2008-12-16 meeting,,14:00,fed:fomchistorical2008
2009-01-09,nfp,Employment Situation release,December 2008,08:30,bls:sched2009
2009-01-15,ppi,Producer Price Index release,December 2008,08:30,bls:sched2009
2009-01-16,cpi,Consumer Price Index release,December 2008,08:30,bls:sched2009
2009-01-16,opex,monthly options expiration,,16:00,computed
2009-01-21,vix_expiry,VIX futures/options expiration (SOQ at the open),,09:30,computed
2009-01-28,fomc_decision,January 27-28 Meeting - 2009,,14:15,fed:fomchistorical2009
